epoch,d_loss,g_loss
179,1.24695259909476,1.202911493278319
180,1.3026549114334969,1.2113587221791666
181,1.2588884849702158,1.1138369652532762
182,1.2887315798190333,1.0642750513169073
183,1.2974649706194479,1.0293632019912042
184,1.2036315885282332,1.3060564965971055
185,1.2868651440066676,1.1441397416976191
186,1.2896382885594522,1.1922655172886387
187,1.3109609369308717,1.0125171705599754
188,1.237709448222191,1.3426362963453415
189,1.2831358871152323,1.1334017173897835
190,1.2626940569569987,1.100739878512198
191,1.2618386283997567,1.139632124093271
192,1.2133581926745753,1.254277721528084
193,1.2867143557917686,1.1220437682444049
194,1.2858539819717407,1.0643594721632619
195,1.2574242603394292,1.1377354523827952
196,1.2635850348780233,1.1349191944445334
197,1.255812366162577,1.1255772411823273
198,1.2048935890197754,1.1653395593166351
199,1.2206048465544177,1.1172338339590258
200,1.2129325078379722,1.0572693319089952
